"","Experiment","Season","Plot","Site","Region","Landuse","Block","Blockcode","Samplecode","Treatment","Littertype","Teabag.code","Initial.weight.including.bag..cord.and.label..g.","Initial.weight.tea.only..g.","Ashed.subsample.percentage.controll.initial.tea.only....","Ashed.initial.corrected.weight..tea.only..g.","Final.weight.including.bag.and.cord..no.label..g.","Final.weight..tea.only..g.","Final.weight.tea.only..from.ash.protocol.","Ashed.final.subsample.percentage.....","Ashed.final.corrected.weight..tea.only..g.","Burial.date","Recovery.date","incubation.time.red.and.green.tea..days.","Massloss..g..Ash.uncorrected","Massloss..g.","N.D..tree..m.","N.D.Mound..m.","Mound.type","Tree.with.ants","Moisture..","Temperature..C.","Lat","Long","Sign.of.termite.cheeting","Sign.of.hole.s.","Sign.of.roots","S","K","Massloss.per","N.per","C.per","P.per..SUA.","C.N","P.per..NMBU.","CLAY..","SILT..","SAND..","Class","OC..","Claycorr","Siltcorr","Sandcorr","Rain.sum","Site.ID"
"243","Main","Wet",51,"Makao","Dry","Pasture","3","Dry_P3","Dry_P3_T3","Open","Rooibos","R85",2.193,1.943,5.51,1.836,1.599,1.448,1.338,6.001,1.258,"31.01.2017","26.03.2017",54,0.495,0.578,3,18,"O",0,20.2,27.4,-3.406392038,34.85069602,"NO","NO","YES",NA,0.020667252,31.4814814814815,0.16,2.18,6.36,13.625,0.16,21.96,8.92,69.12,"sandy clay loam",1.75,18.986732,19.893088,59.978572,204.2116611,"Makao.p"
"244","Main","Wet",52,"Makao","Dry","Pasture","3","Dry_P3","Dry_P3_T4","Open","Rooibos","R513",2.139,1.889,5.51,1.785,1.628,1.477,1.361,11.074,1.21,"31.01.2017","26.03.2017",54,0.412,0.575,13.4,67,"M",1,29.8,25.8,-3.406157,34.850739,"NO","YES","NO",NA,0.02279438,32.2128851540616,0.16,2.18,6.36,13.625,0.16,21.96,8.92,69.12,"sandy clay loam",1.75,18.986732,19.893088,59.978572,204.2116611,"Makao.p"
"245","Main","Wet",53,"Makao","Dry","Pasture","3","Dry_P3","Dry_P3_T5","Open","Rooibos","R399",2.139,1.889,5.51,1.785,NA,NA,NA,NA,NA,"31.01.2017","26.03.2017",54,NA,NA,NA,NA,"",NA,20.2,22.2,-3.406114,34.850596,"NO","NO","NO",NA,NA,NA,0.16,2.18,6.36,13.625,0.16,21.96,8.92,69.12,"sandy clay loam",1.75,18.986732,19.893088,59.978572,204.2116611,"Makao.p"
"246","Main","Wet",54,"Makao","Dry","Pasture","3","Dry_P3","Dry_P3_T6","Open","Rooibos","R400",2.181,1.931,5.51,1.825,NA,NA,NA,NA,NA,"31.01.2017","26.03.2017",54,NA,NA,NA,NA,"",NA,30.1,22.2,-3.406058019,34.85046602,"NO","NO","NO",NA,NA,NA,0.16,2.18,6.36,13.625,0.16,21.96,8.92,69.12,"sandy clay loam",1.75,18.986732,19.893088,59.978572,204.2116611,"Makao.p"
"247","Main","Wet",55,"Makao","Dry","Pasture","3","Dry_P3","Dry_P3_T7","Open","Rooibos","R19",2.259,2.009,5.51,1.898,0.226,0.075,0,0,0,"31.01.2017","26.03.2017",54,1.934,1.898,15.8,45,"M",1,33,25.9,-3.406138988,34.85057498,"NO","YES","NO",NA,NA,100,0.16,2.18,6.36,13.625,0.16,21.96,8.92,69.12,"sandy clay loam",1.75,18.986732,19.893088,59.978572,204.2116611,"Makao.p"
"248","Main","Wet",56,"Makao","Dry","Pasture","3","Dry_P3","Dry_P3_T8","Open","Rooibos","R60",2.322,2.072,5.51,1.958,2.291,2.14,1.122,90.284,0.109,"31.01.2017","26.03.2017",54,-0.068,1.849,15.4,30.8,"M",0,29.5,27.6,-3.40629003,34.85044196,"YES","YES","NO",NA,NA,94.4330949948928,0.16,2.18,6.36,13.625,0.16,21.96,8.92,69.12,"sandy clay loam",1.75,18.986732,19.893088,59.978572,204.2116611,"Makao.p"
"249","Main","Wet",57,"Makao","Dry","Pasture","4","Dry_P4","Dry_P4_T1","Open","Rooibos","R161",2.183,1.933,5.51,1.827,1.266,1.115,1.141,9.637,1.031,"31.01.2017","26.03.2017",54,0.818,0.795,3.3,28.4,"O",1,31.6,26.9,-3.406423973,34.85121301,"NO","YES","YES",NA,NA,43.5686918445539,0.17,2.15,3.04,12.64705882,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,204.2116611,"Makao.p"
"250","Main","Wet",58,"Makao","Dry","Pasture","4","Dry_P4","Dry_P4_T2","Open","Rooibos","R48",2.215,1.965,5.51,1.857,0.749,0.598,0.422,25.956,0.313,"31.01.2017","26.03.2017",54,1.367,1.544,1.4,54.4,"O",0,31.6,26.7,-3.406502008,34.85105602,"NO","YES","NO",NA,NA,83.1448572967151,0.17,2.15,3.04,12.64705882,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,204.2116611,"Makao.p"
"251","Main","Wet",59,"Makao","Dry","Pasture","4","Dry_P4","Dry_P4_T3","Open","Rooibos","R23",2.277,2.027,5.51,1.915,1.38,1.229,1.178,6.275,1.104,"31.01.2017","26.03.2017",54,0.798,0.811,3.3,46,"O",0,27.9,27.05,-3.406235967,34.85110799,"NO","NO","NO",NA,NA,42.3498694516971,0.17,2.15,3.04,12.64705882,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,204.2116611,"Makao.p"
"252","Main","Wet",60,"Makao","Dry","Pasture","4","Dry_P4","Dry_P4_T4","Open","Rooibos","R78",2.22,1.97,5.51,1.862,1.665,1.514,1.398,5.822,1.317,"31.01.2017","26.03.2017",54,0.456,0.545,2.4,10.2,"O",0,22.5,28.6,-3.406281983,34.85137898,"NO","NO","NO",NA,0.018196185,29.2696025778733,0.17,2.15,3.04,12.64705882,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,204.2116611,"Makao.p"
"253","Main","Wet",61,"Makao","Dry","Pasture","4","Dry_P4","Dry_P4_T5","Open","Rooibos","R42",2.239,1.989,5.51,1.88,0.182,0.031,0,0,0,"31.01.2017","26.03.2017",54,1.958,1.88,5.6,34.2,"O",0,20.4,27.45,-3.406569986,34.85132399,"YES","YES","NO",NA,NA,100,0.17,2.15,3.04,12.64705882,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,204.2116611,"Makao.p"
"254","Main","Wet",62,"Makao","Dry","Pasture","4","Dry_P4","Dry_P4_T6","Open","Rooibos","R119",2.159,1.909,5.51,1.804,1.637,1.487,1.399,8.434,1.281,"31.01.2017","26.03.2017",54,0.422,0.523,4.2,40.4,"O",0,24.7,26.8,-3.406518018,34.85121402,"NO","YES","NO",NA,0.018541963,28.9911308203991,0.17,2.15,3.04,12.64705882,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,204.2116611,"Makao.p"
"255","Main","Wet",63,"Makao","Dry","Pasture","4","Dry_P4","Dry_P4_T7","Open","Rooibos","R185",2.291,2.041,5.51,1.929,1.685,1.534,1.428,8.612,1.305,"31.01.2017","26.03.2017",54,0.507,0.623,4.9,45,"O",0,22.9,28.25,-3.406334035,34.85117203,"NO","NO","YES",NA,0.031313327,32.348367029549,0.17,2.15,3.04,12.64705882,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,204.2116611,"Makao.p"
"256","Main","Wet",64,"Makao","Dry","Pasture","4","Dry_P4","Dry_P4_T8","Open","Rooibos","R159",2.293,2.043,5.51,1.931,1.316,1.165,0.962,82.454,0.169,"31.01.2017","26.03.2017",54,0.878,1.762,3,22.8,"O",1,34.6,22.7,-3.406340992,34.85126004,"YES","YES","NO",NA,NA,91.2480580010357,0.17,2.15,3.04,12.64705882,NA,25.96,6.92,67.12,"sandy clay loam",1.76,24.343532,18.265288,57.722372,204.2116611,"Makao.p"
"257","Main","Wet",65,"Maswa","Dry","Wild","1","Dry_W1","Dry_W1_T1","Open","Rooibos","R525",2.147,1.897,5.51,1.793,1.704,1.553,1.447,3.994,1.389,"01.02.2017","24.03.2017",51,0.344,0.404,13.8,13.8,"O",1,32.3,22.75,-3.299396038,34.84824096,"NO","NO","NO",NA,0.012762125,22.532069157836,0.23,2.96,11.19,12.86956522,0.33,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,189.6394726,"Maswa"
"258","Main","Wet",66,"Maswa","Dry","Wild","1","Dry_W1","Dry_W1_T2","Open","Rooibos","R150",2.147,1.897,5.51,1.793,0.214,0.063,0,NA,NA,"01.02.2017","24.03.2017",51,1.834,NA,8,19.8,"O",1,30.6,21.95,-3.299309034,34.84840499,"NO","YES","NO",NA,NA,NA,0.23,2.96,11.19,12.86956522,0.33,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,189.6394726,"Maswa"
"259","Main","Wet",67,"Maswa","Dry","Wild","1","Dry_W1","Dry_W1_T3","Open","Rooibos","R165",2.169,1.919,5.51,1.813,1.494,1.344,1.249,4.911,1.187,"01.02.2017","24.03.2017",51,0.576,0.626,5.5,5.5,"O",1,29.9,20.7,-3.299434008,34.84851496,"NO","NO","NO",NA,0.027264695,34.5284059569774,0.23,2.96,11.19,12.86956522,0.33,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,189.6394726,"Maswa"
"260","Main","Wet",68,"Maswa","Dry","Wild","1","Dry_W1","Dry_W1_T4","Open","Rooibos","R129",2.283,2.033,5.51,1.921,1.885,1.734,1.562,14.638,1.333,"01.02.2017","24.03.2017",51,0.299,0.588,9.7,23.4,"O",1,29.85,21.2,-3.29911801,34.84824699,"NO","NO","NO",NA,0.021391245,30.609057782405,0.23,2.96,11.19,12.86956522,0.33,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,189.6394726,"Maswa"
"261","Main","Wet",69,"Maswa","Dry","Wild","1","Dry_W1","Dry_W1_T5","Open","Rooibos","R414",2.135,1.885,5.51,1.781,2.403,2.252,2.077,16.516,1.734,"01.02.2017","24.03.2017",51,-0.367,0.047,14.4,24.4,"O",1,31.25,23.45,-3.299318003,34.84823501,"NO","NO","NO",NA,NA,2.63896687254351,0.23,2.96,11.19,12.86956522,0.33,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,189.6394726,"Maswa"
"262","Main","Wet",70,"Maswa","Dry","Wild","1","Dry_W1","Dry_W1_T6","Open","Rooibos","R151",2.192,1.942,5.51,1.835,1.536,1.385,1.19,89.049,0.13,"01.02.2017","24.03.2017",51,0.557,1.705,15,28,"O",0,32.15,23.7,-3.299381034,34.84831204,"YES","YES","YES",NA,NA,92.9155313351499,0.23,2.96,11.19,12.86956522,0.33,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,189.6394726,"Maswa"
"263","Main","Wet",71,"Maswa","Dry","Wild","1","Dry_W1","Dry_W1_T7","Open","Rooibos","R95",2.216,1.966,5.51,1.858,NA,NA,1.407,3.275,1.36,"01.02.2017","24.03.2017",51,NA,0.497,15.5,32,"O",1,29.35,21.95,-3.299242985,34.84790099,"NO","NO","YES",NA,0.018721916,26.8030139935414,0.23,2.96,11.19,12.86956522,0.33,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,189.6394726,"Maswa"
"264","Main","Wet",72,"Maswa","Dry","Wild","1","Dry_W1","Dry_W1_T8","Open","Rooibos","R546",2.225,1.975,5.51,1.866,1.54,1.39,1.343,5.657,1.267,"01.02.2017","24.03.2017",51,0.586,0.599,2.6,44,"O",1,32,21.9,-3.299654033,34.84815102,"NO","NO","NO",NA,0.030648914,32.1007502679528,0.23,2.96,11.19,12.86956522,0.33,47.96,22.92,29.12,"clay",2.88,53.805932,31.287688,14.854572,189.6394726,"Maswa"
"265","Main","Wet",73,"Maswa","Dry","Wild","2","Dry_W2","Dry_W2_T1","Open","Rooibos","R438",2.183,1.933,5.51,1.827,0.175,0.024,0,0,0,"01.02.2017","24.03.2017",51,1.909,1.827,9.1,10,"M",1,27.85,26.15,-3.302586023,34.84804801,"NO","YES","YES",NA,NA,100,0.27,3.12,51.82,11.55555556,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,189.6394726,"Maswa"
"266","Main","Wet",74,"Maswa","Dry","Wild","2","Dry_W2","Dry_W2_T2","Open","Rooibos","R122",2.219,1.969,5.51,1.861,0.355,0.204,0,0,0,"01.02.2017","24.03.2017",51,1.765,1.861,7.7,9.4,"M",1,24.65,24.35,-3.302577976,34.84804197,"YES","YES","NO",NA,NA,100,0.27,3.12,51.82,11.55555556,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,189.6394726,"Maswa"
"267","Main","Wet",75,"Maswa","Dry","Wild","2","Dry_W2","Dry_W2_T3","Open","Rooibos","R404",2.178,1.928,5.51,1.822,0.156,0.005,0,0,0,"01.02.2017","24.03.2017",51,1.923,1.822,6.1,13.8,"O",0,27.15,25.65,-3.302687025,34.84792697,"NO","YES","YES",NA,NA,100,0.27,3.12,51.82,11.55555556,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,189.6394726,"Maswa"
"268","Main","Wet",76,"Maswa","Dry","Wild","2","Dry_W2","Dry_W2_T4","Open","Rooibos","R501",2.138,1.888,5.51,1.784,0.295,0.144,0.146,84.314,0.023,"01.02.2017","24.03.2017",51,1.744,1.761,6.7,19.3,"M",1,26.8,23.7,-3.302456019,34.84787199,"NO","YES","NO",NA,NA,98.7107623318386,0.27,3.12,51.82,11.55555556,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,189.6394726,"Maswa"
"269","Main","Wet",77,"Maswa","Dry","Wild","2","Dry_W2","Dry_W2_T5","Open","Rooibos","R137",2.198,1.948,5.51,1.841,1.698,1.547,1.413,11.808,1.246,"01.02.2017","24.03.2017",51,0.401,0.595,3.1,9.8,"O",1,25.95,25.95,-3.302328028,34.84822302,"NO","NO","YES",NA,0.025444823,32.319391634981,0.27,3.12,51.82,11.55555556,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,189.6394726,"Maswa"
"270","Main","Wet",78,"Maswa","Dry","Wild","2","Dry_W2","Dry_W2_T6","Open","Rooibos","R278",2.198,1.948,5.51,1.841,1.685,1.534,0,0,0,"01.02.2017","24.03.2017",51,0.414,1.841,10.4,15.4,"M",1,24.15,27.75,-3.302568002,34.84816703,"NO","NO","YES",NA,0.012674403,100,0.27,3.12,51.82,11.55555556,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,189.6394726,"Maswa"
"271","Main","Wet",79,"Maswa","Dry","Wild","2","Dry_W2","Dry_W2_T7","Open","Rooibos","R235",2.169,1.919,5.51,1.813,1.553,1.402,1.327,8.708,1.211,"01.02.2017","24.03.2017",51,0.517,0.602,3,5,"G",1,26.9,26.25,-3.30262701,34.84840801,"NO","NO","YES",NA,0.028997855,33.2046332046332,0.27,3.12,51.82,11.55555556,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,189.6394726,"Maswa"
"272","Main","Wet",80,"Maswa","Dry","Wild","2","Dry_W2","Dry_W2_T8","Open","Rooibos","R181",2.175,1.925,5.51,1.819,0.238,0.087,0,0,0,"01.02.2017","24.03.2017",51,1.838,1.819,2.7,12.4,"O",1,28.55,27.45,-3.302853992,34.847989,"NO","YES","NO",NA,NA,100,0.27,3.12,51.82,11.55555556,NA,45.27,23.6,31.12,"clay",2.05,50.203484,31.84114,17.110772,189.6394726,"Maswa"
"273","Main","Wet",81,"Maswa","Dry","Wild","3","Dry_W3","Dry_W3_T1","Open","Rooibos","R187",2.221,1.971,5.51,1.862,1.842,1.691,1.561,4.214,1.495,"01.02.2017","24.03.2017",51,0.28,0.368,6.2,13.3,"O",0,26.35,26.65,-3.295715963,34.852461,"NO","NO","NO",NA,0.009055036,19.7099892588614,0.22,2.55,65.92,11.59090909,1.2,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,189.6394726,"Maswa"
"274","Main","Wet",82,"Maswa","Dry","Wild","3","Dry_W3","Dry_W3_T2","Open","Rooibos","R83",2.039,1.789,5.51,1.691,1.594,1.443,1.315,4.949,1.25,"01.02.2017","25.03.2017",52,0.346,0.441,2.4,16.6,"O",NA,26.6,23.05,-3.295723004,34.85241699,"NO","YES","YES",NA,0.012548797,26.0792430514488,0.22,2.55,65.92,11.59090909,1.2,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,189.6394726,"Maswa"
"275","Main","Wet",83,"Maswa","Dry","Wild","3","Dry_W3","Dry_W3_T3","Open","Rooibos","R134",2.21,1.96,5.51,1.852,0.988,0.837,0.716,61.998,0.272,"01.02.2017","25.03.2017",52,1.123,1.58,6.4,42,"M",1,30.1,25.05,-3.295743037,34.85230903,"NO","YES","NO",NA,NA,85.3131749460043,0.22,2.55,65.92,11.59090909,1.2,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,189.6394726,"Maswa"
"276","Main","Wet",84,"Maswa","Dry","Wild","3","Dry_W3","Dry_W3_T4","Open","Rooibos","R49",2.3,2.05,5.51,1.937,1.638,1.487,1.373,8.825,1.251,"01.02.2017","25.03.2017",52,0.563,0.686,5.5,55.8,"M",1,27.75,23.6,-3.295795005,34.85232001,"NO","NO","YES",NA,0.030653288,35.4155911202891,0.22,2.55,65.92,11.59090909,1.2,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,189.6394726,"Maswa"
"277","Main","Wet",85,"Maswa","Dry","Wild","3","Dry_W3","Dry_W3_T5","Open","Rooibos","R315",2.244,1.994,5.51,1.884,1.485,1.334,1.234,10.369,1.106,"01.02.2017","25.03.2017",52,0.66,0.778,8.6,3.8,"O",0,26.55,23.15,-3.295710012,34.85228397,"YES","YES","YES",NA,0.09486037,41.2951167728238,0.22,2.55,65.92,11.59090909,1.2,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,189.6394726,"Maswa"
"278","Main","Wet",86,"Maswa","Dry","Wild","3","Dry_W3","Dry_W3_T6","Open","Rooibos","R1",2.211,1.961,5.51,1.853,0.382,0.231,0,0,0,"01.02.2017","25.03.2017",52,1.73,1.853,3.7,7.5,"O",0,24.05,25.8,-3.29561404,34.85213703,"YES","YES","YES",NA,NA,100,0.22,2.55,65.92,11.59090909,1.2,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,189.6394726,"Maswa"
"279","Main","Wet",87,"Maswa","Dry","Wild","3","Dry_W3","Dry_W3_T7","Open","Rooibos","R408",2.248,1.998,5.51,1.888,0.36,0.209,0,0,0,"01.02.2017","25.03.2017",52,1.789,1.888,7.5,12.6,"O",1,25.85,21.55,-3.295904975,34.85213603,"YES","NO","YES",NA,NA,100,0.22,2.55,65.92,11.59090909,1.2,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,189.6394726,"Maswa"
"280","Main","Wet",88,"Maswa","Dry","Wild","3","Dry_W3","Dry_W3_T8","Open","Rooibos","R385",2.256,2.006,5.51,1.896,NA,NA,NA,NA,NA,"01.02.2017","25.03.2017",52,NA,NA,NA,NA,"",NA,29.7,21.4,-3.295953004,34.85242504,"NO","NO","NO",NA,NA,NA,0.22,2.55,65.92,11.59090909,1.2,38.69,26.81,34.5,"clay loam",2.55,41.391548,34.453759,20.92375,189.6394726,"Maswa"
"281","Main","Wet",89,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T1","Open","Rooibos","R196",2.242,1.992,5.51,1.882,0.174,0.023,0,0,0,"01.02.2017","25.03.2017",52,1.969,1.882,7.3,35.8,"O",0,20.95,24.45,-3.296670998,34.85440702,"NO","YES","YES",NA,NA,100,0.22,2.84,14.23,12.90909091,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,189.6394726,"Maswa"
"282","Main","Wet",90,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T2","Open","Rooibos","R94",2.277,2.027,5.51,1.915,NA,NA,1.493,4.069,1.432,"01.02.2017","25.03.2017",52,NA,0.483,7.7,30.4,"O",0,27.5,23.85,-3.296686001,34.85437199,"NO","NO","YES",NA,0.015053304,25.2219321148825,0.22,2.84,14.23,12.90909091,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,189.6394726,"Maswa"
"283","Main","Wet",91,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T3","Open","Rooibos","R343",2.243,1.993,5.51,1.883,0.162,0.011,0.486,83.977,0.078,"01.02.2017","25.03.2017",52,1.982,1.805,6.1,39.4,"O",1,26.4,24.35,-3.296618024,34.85446402,"YES","YES","NO",NA,NA,95.8576739245884,0.22,2.84,14.23,12.90909091,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,189.6394726,"Maswa"
"284","Main","Wet",92,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T4","Open","Rooibos","R445",2.239,1.989,5.51,1.88,0.31,0.159,0,0,0,"01.02.2017","25.03.2017",52,1.83,1.88,7.7,24.8,"O",1,26.45,22.6,-3.296553986,34.85445597,"YES","YES","NO",NA,NA,100,0.22,2.84,14.23,12.90909091,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,189.6394726,"Maswa"
"285","Main","Wet",93,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T5","Open","Rooibos","R12",2.171,1.921,5.51,1.815,0.17,0.019,0,0,0,"01.02.2017","25.03.2017",52,1.902,1.815,6.6,40,"O",1,25.25,23.5,-3.296478968,34.854331,"NO","YES","NO",NA,NA,100,0.22,2.84,14.23,12.90909091,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,189.6394726,"Maswa"
"286","Main","Wet",94,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T6","Open","Rooibos","R244",2.249,1.999,5.51,1.889,NA,NA,NA,NA,NA,"01.02.2017","25.03.2017",52,NA,NA,NA,NA,"",NA,36.2,22,-3.29646497,34.85434097,"NO","NO","NO",NA,NA,NA,0.22,2.84,14.23,12.90909091,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,189.6394726,"Maswa"
"287","Main","Wet",95,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T7","Open","Rooibos","R360",2.206,1.956,5.51,1.848,0.458,0.307,0.514,89.327,0.055,"01.02.2017","25.03.2017",52,1.649,1.793,5.4,15.2,"O",0,28.85,23.2,-3.296725983,34.854216,"NO","YES","YES",NA,NA,97.0238095238095,0.22,2.84,14.23,12.90909091,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,189.6394726,"Maswa"
"288","Main","Wet",96,"Maswa","Dry","Wild","4","Dry_W4","Dry_W4_T8","Open","Rooibos","R318",2.23,1.98,5.51,1.871,1.748,1.597,1.552,11.128,1.379,"01.02.2017","25.03.2017",52,0.383,0.492,4,34.4,"O",0,16.8,24.3,-3.296836037,34.85446201,"YES","YES","NO",NA,0.020650428,26.296098343132,0.22,2.84,14.23,12.90909091,NA,28.15,25.09,46.77,"sandy clay loam",2.17,27.27638,33.053851,34.765537,189.6394726,"Maswa"
"289","Main","Wet",97,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T1","Open","Rooibos","R518",2.198,1.948,5.51,1.841,0,NA,0,0,0,"27.01.2017","22.03.2017",54,NA,1.841,2.4,8.9,"G",1,19.25,28.75,-2.369162031,34.06028104,"YES","YES","NO",NA,NA,100,0.13,1.56,32.75,12,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,206.8173452,"Mwantimba.ag"
"290","Main","Wet",98,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T2","Open","Rooibos","R489",2.157,1.907,5.51,1.802,1.539,1.388,1.3,12.68,1.135,"27.01.2017","22.03.2017",54,0.519,0.667,7.8,4.45,"G",1,22.25,29.85,-2.369224979,34.06028599,"NO","NO","NO",NA,0.020790285,37.0144284128746,0.13,1.56,32.75,12,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,206.8173452,"Mwantimba.ag"
"291","Main","Wet",99,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T3","Open","Rooibos","R549",2.232,1.982,5.51,1.873,1.599,1.449,1.354,3.4,1.308,"27.01.2017","22.03.2017",54,0.534,0.565,5.1,2.3,"G",0,17.95,30.85,-2.369284993,34.06028104,"NO","NO","YES",NA,0.01511756,30.1655098772023,0.13,1.56,32.75,12,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,206.8173452,"Mwantimba.ag"
"292","Main","Wet",100,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T4","Open","Rooibos","R500",2.207,1.957,5.51,1.849,1.764,1.613,1.466,22.317,1.139,"27.01.2017","22.03.2017",54,0.344,0.71,1.6,15,"G",1,16.5,29.85,-2.369198995,34.06020803,"YES","YES","NO",NA,0.021829405,38.3991346673878,0.13,1.56,32.75,12,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,206.8173452,"Mwantimba.ag"
"293","Main","Wet",101,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T5","Open","Rooibos","R482",2.17,1.92,5.51,1.814,1.635,1.484,1.41,8.981,1.283,"27.01.2017","22.03.2017",54,0.436,0.531,4.35,17,"G",1,22.55,31.15,-2.369190026,34.06017702,"NO","NO","NO",NA,0.014614973,29.2723263506064,0.13,1.56,32.75,12,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,206.8173452,"Mwantimba.ag"
"294","Main","Wet",102,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T6","Open","Rooibos","R569",2.096,1.846,5.51,1.744,1.655,1.504,1.405,6.421,1.315,"27.01.2017","22.03.2017",54,0.342,0.43,7.7,21,"G",1,21.1,31.8,-2.369135041,34.06018297,"NO","NO","NO",NA,0.011183475,24.598623853211,0.13,1.56,32.75,12,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,206.8173452,"Mwantimba.ag"
"295","Main","Wet",103,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T7","Open","Rooibos","R430",2.183,1.933,5.51,1.827,1.629,1.478,1.373,4.741,1.308,"27.01.2017","22.03.2017",54,0.455,0.519,3.25,16,"G",1,20.45,30.25,-2.369133029,34.06023301,"NO","NO","NO",NA,0.012436725,28.4072249589491,0.13,1.56,32.75,12,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,206.8173452,"Mwantimba.ag"
"296","Main","Wet",104,"Mwantimba","Wet","Agriculture","1","Wet_Ag1","Wet_Ag1_T8","Open","Rooibos","R577",2.086,1.836,5.51,1.735,1.447,1.296,1.239,6.358,1.16,"27.01.2017","22.03.2017",54,0.54,0.575,10.5,17,"G",1,21.6,29.3,-2.369291028,34.06016202,"NO","NO","NO",NA,0.019691682,33.1412103746398,0.13,1.56,32.75,12,NA,45.96,14.92,39.12,"clay",2.04,51.127532,24.776488,26.135572,206.8173452,"Mwantimba.ag"
"297","Main","Wet",105,"Mwantimba","Wet","Agriculture","2","Wet_Ag2","Wet_Ag2_T1","Open","Rooibos","R548",2.192,1.942,5.51,1.835,1.859,1.708,1.526,16.477,1.274,"27.01.2017","22.03.2017",54,0.234,0.561,5.5,23.5,"M",0,11.35,32.15,-2.369808024,34.05967101,"NO","NO","YES",NA,0.013841494,30.5722070844687,0.14,1.83,64.81,13.07142857,NA,34.34,19.23,46.43,"sandy clay loam",1.75,35.566028,28.284397,34.381983,206.8173452,"Mwantimba.ag"
