Experiment;Season;Plot;Site;Region;Landuse;Block;Blockcode;Samplecode;Treatment;Littertype;Teabag code;Initial weight including bag, cord and label (g);Initial weight tea only (g);Ashed subsample percentage controll initial tea only (%);Ashed initial corrected weight  tea only (g);Final weight including bag and cord, no label (g);Final weight  tea only (g);Final weight tea only (from ash protocol);Ashed final subsample percentage  (%);Ashed final corrected weight  tea only (g);Burial date;Recovery date;incubation time red and green tea (days);Massloss (g) Ash uncorrected;Massloss (g);rain.sum (mm);CLAY %;SILT %;SAND %;Soil.Class;OC %;N.D. tree (m);N.D.Mound (m);Mound type;Tree with ants;Moisture %;Temperature (C);Lat;Long;Sign of termite cheeting;Sign of hole(s);Sign of roots ;S;K
Main;Wet;11;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T3;Open;Green;G543;2.092;1.842;5.51;1.741;0.717;0.566;0.512;12.048;0.45;31.01.2017;24.03.2017;52;1.276;1.29;194.4383925;21.13;3.09;75.78;sandy clay loam;2.46;11.4;24.4;M;0;21.1;24.05;-3.39779296;34.837103;NO;NO;YES;0.195695045;
Main;Wet;12;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T4;Open;Green;G590;2.083;1.833;5.51;1.732;;;;;;31.01.2017;24.03.2017;52;;;;21.13;3.09;75.78;sandy clay loam;3.46;;;;;25.8;21.7;-3.397905026;34.83712303;NO;NO;NO;0.217928784;
Main;Wet;13;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T5;Open;Green;G595;2.116;1.866;5.51;1.763;0.628;0.478;0.462;29.169;0.327;31.01.2017;24.03.2017;52;1.389;1.436;194.4383925;21.13;3.09;75.78;sandy clay loam;4.46;11.4;31;M;0;20.8;23.4;-3.39790402;34.83702798;NO;YES;NO;0.13084376;
Main;Wet;14;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T6;Open;Green;G609;2.089;1.839;5.51;1.738;0.498;0.347;0.309;16.034;0.259;31.01.2017;24.03.2017;52;1.492;1.478;194.4383925;21.13;3.09;75.78;sandy clay loam;5.46;28.4;42.4;M;0;15.7;24.1;-3.397854986;34.83687401;NO;NO;NO;0.102276533;
Main;Wet;15;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T7;Open;Green;G222;1.889;1.639;5.51;1.549;0.671;0.52;0.483;15.805;0.406;31.01.2017;24.03.2017;52;1.119;1.142;194.4383925;21.13;3.09;75.78;sandy clay loam;6.46;15.8;30.4;M;0;23.9;23.95;-3.397806035;34.83702396;NO;NO;NO;0.172268941;
Main;Wet;16;Makao;Dry;Agriculture;2;Dry_Ag2;Dry_Ag2_T8;Open;Green;G405;2.056;1.806;5.51;1.707;0.702;0.551;0.499;15.725;0.42;31.01.2017;24.03.2017;52;1.255;1.286;194.4383925;21.13;3.09;75.78;sandy clay loam;7.46;8;12.4;M;0;17.5;24.05;-3.397766976;34.83718104;NO;YES;YES;0.162426481;
Main;Wet;17;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T1;Open;Green;G571;2.049;1.799;5.51;1.7;0.675;0.525;0.501;9.671;0.452;01.02.2017;24.03.2017;51;1.275;1.248;185.6300658;54.08;21.26;24.65;clay;1.84;;;;;35.9;21.35;-3.385409033;34.81890103;NO;NO;NO;0.190457262;
Main;Wet;18;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T2;Open;Green;G419;2.078;1.828;5.51;1.727;0.791;0.64;0.552;15.166;0.468;01.02.2017;24.03.2017;51;1.188;1.259;185.6300658;54.08;21.26;24.65;clay;2.84;;;;;36.95;21.35;-3.385375002;34.81894;NO;NO;YES;0.181937848;
Main;Wet;19;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T3;Open;Green;G240;2.117;1.867;5.51;1.764;0.887;0.736;0.657;18.48;0.536;01.02.2017;24.03.2017;51;1.131;1.229;185.6300658;54.08;21.26;24.65;clay;3.84;;;;;39.3;21.1;-3.385358993;34.81899197;NO;NO;NO;0.245536826;
Main;Wet;20;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T4;Open;Green;G524;1.962;1.712;5.51;1.618;0.716;0.566;0.495;12.986;0.43;01.02.2017;24.03.2017;51;1.147;1.187;185.6300658;54.08;21.26;24.65;clay;4.84;;;;;40.05;21.35;-3.385396963;34.81897797;NO;NO;NO;0.257315648;
Main;Wet;21;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T5;Open;Green;G699;1.984;1.734;5.51;1.639;0.739;0.588;0.538;10.099;0.484;01.02.2017;24.03.2017;51;1.146;1.155;185.6300658;54.08;21.26;24.65;clay;5.84;;;;;34.15;20.6;-3.385401992;34.81894604;NO;NO;YES;0.307148622;
Main;Wet;22;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T6;Open;Green;G575;1.997;1.747;5.51;1.651;0.74;0.59;0.537;9.826;0.485;01.02.2017;24.03.2017;51;1.158;1.166;185.6300658;54.08;21.26;24.65;clay;6.84;;;;;34.55;21.5;-3.385447003;34.81894696;NO;NO;YES;0.160131083;
Main;Wet;23;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T7;Open;Green;G492;1.948;1.698;5.51;1.605;0.77;0.619;0.554;11.479;0.49;01.02.2017;24.03.2017;51;1.079;1.114;185.6300658;54.08;21.26;24.65;clay;7.84;;;;;34.5;20.65;-3.385420013;34.81885602;NO;NO;YES;0.188463828;
Main;Wet;24;Makao;Dry;Agriculture;3;Dry_Ag3;Dry_Ag3_T8;Open;Green;G813;1.955;1.705;5.51;1.611;0.748;0.597;0.545;11.584;0.481;01.02.2017;24.03.2017;51;1.108;1.13;185.6300658;54.08;21.26;24.65;clay;8.84;;;;;36.95;21.1;-3.385382965;34.81887798;NO;NO;YES;0.200529331;
Main;Wet;25;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T1;Open;Green;G406;2.091;1.841;5.51;1.74;0.684;0.533;0.476;12.537;0.416;01.02.2017;24.03.2017;51;1.308;1.323;185.6300658;51.96;18.92;29.12;clay;1.85;;;;;36.85;21.35;-3.384912992;34.81889902;NO;NO;NO;0.295788446;
Main;Wet;26;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T2;Open;Green;G651;1.97;1.72;5.51;1.625;0.776;0.625;0.571;12.512;0.499;01.02.2017;24.03.2017;51;1.095;1.126;185.6300658;51.96;18.92;29.12;clay;2.85;;;;;31.3;20.7;-3.384969;34.818908;NO;NO;YES;0.237557845;
Main;Wet;27;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T3;Open;Green;G583;2.183;1.933;5.51;1.827;0.662;0.511;0.455;12.757;0.397;01.02.2017;24.03.2017;51;1.422;1.43;185.6300658;51.96;18.92;29.12;clay;3.85;;;;;28.9;21.4;-3.384935036;34.81894302;NO;NO;NO;;
Main;Wet;28;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T4;Open;Green;G702;2.109;1.859;5.51;1.757;0.737;0.586;0.522;10.711;0.466;01.02.2017;24.03.2017;51;1.273;1.291;185.6300658;51.96;18.92;29.12;clay;4.85;;;;;33.4;20.6;-3.385007037;34.81888896;NO;NO;NO;;
Main;Wet;29;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T5;Open;Green;G838;2.037;1.787;5.51;1.689;0.708;0.558;0.515;8.24;0.473;01.02.2017;24.03.2017;51;1.23;1.216;185.6300658;51.96;18.92;29.12;clay;5.85;;;;;28.4;21.05;-3.384948028;34.81885401;NO;NO;YES;0.220120293;
Main;Wet;30;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T6;Open;Green;G518;1.995;1.745;5.51;1.649;0.682;0.531;0.482;11.01;0.429;01.02.2017;24.03.2017;51;1.214;1.22;185.6300658;51.96;18.92;29.12;clay;6.85;;;;;26.9;20.7;-3.38496496;34.81879097;NO;NO;YES;0.308730869;
Main;Wet;31;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T7;Open;Green;G404;2.113;1.863;5.51;1.76;0.754;0.603;0.565;13.93;0.487;01.02.2017;24.03.2017;51;1.26;1.274;185.6300658;51.96;18.92;29.12;clay;7.85;;;;;33;20.95;-3.384840991;34.818839;NO;NO;YES;0.215672821;
Main;Wet;32;Makao;Dry;Agriculture;4;Dry_Ag4;Dry_Ag4_T8;Open;Green;G527;1.913;1.663;5.51;1.571;0.664;0.514;0.478;8.492;0.438;01.02.2017;24.03.2017;51;1.149;1.134;185.6300658;51.96;18.92;29.12;clay;8.85;;;;;32.85;20.9;-3.384901006;34.81897999;NO;NO;YES;0.34038553;
Main;Wet;33;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T1;Open;Green;G366;2.107;1.857;5.51;1.755;0.767;0.616;0.543;9.367;0.492;30.01.2017;26.03.2017;55;1.241;1.263;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;9.5;17.2;G;0;30.5;25.25;-3.409203999;34.85275101;NO;NO;YES;0.25945622;
Main;Wet;34;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T2;Open;Green;G516;2.116;1.866;5.51;1.763;0.873;0.722;0.705;39.314;0.428;30.01.2017;26.03.2017;55;1.144;1.336;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;6.5;14.2;G;0;21;25.55;-3.409235012;34.85278202;YES;YES;YES;0.231143241;
Main;Wet;35;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T3;Open;Green;G670;2.095;1.845;5.51;1.743;0.817;0.666;0.619;18.586;0.504;30.01.2017;26.03.2017;55;1.179;1.239;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;0.7;10.6;G;0;10.9;24.45;-3.409177009;34.85281899;NO;NO;NO;;
Main;Wet;36;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T4;Open;Green;G507;1.99;1.74;5.51;1.644;0.681;0.53;0.485;8.301;0.445;30.01.2017;26.03.2017;55;1.21;1.2;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;3.3;4.9;G;1;14.1;24.75;-3.40917198;34.85296098;NO;NO;YES;0.261346982;
Main;Wet;37;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T5;Open;Green;G359;1.979;1.729;5.51;1.634;0.947;0.796;0.667;25.172;0.499;30.01.2017;26.03.2017;55;0.933;1.135;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;8.3;27.8;G;0;19.3;24.55;-3.409070978;34.85271203;YES;YES;NO;0.187023408;
Main;Wet;38;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T6;Open;Green;G499;1.942;1.692;5.51;1.599;1.474;1.324;0.533;18.803;0.433;30.01.2017;26.03.2017;55;0.369;1.166;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;2;20.4;O;0;20.9;24.1;-3.409280023;34.85261296;YES;YES;YES;0.254228163;
Main;Wet;39;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T7;Open;Green;G214;1.985;1.735;5.51;1.64;0.833;0.682;0.609;9.946;0.549;30.01.2017;26.03.2017;55;1.053;1.091;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;2.4;18;G;1;26.9;23.3;-3.40938597;34.85285503;NO;NO;YES;0.294235579;
Main;Wet;40;Makao;Dry;Pasture;1;Dry_P1;Dry_P1_T8;Open;Green;G582;2.022;1.772;5.51;1.674;0.898;0.747;0.654;16.508;0.546;30.01.2017;26.03.2017;55;1.025;1.129;228.3243592;23.96;0.92;75.12;sandy clay loam;1.25;8.7;19.3;G;0;31.9;23.9;-3.409153959;34.85275503;NO;YES;NO;0.255206456;
Main;Wet;41;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T1;Open;Green;G453;2.079;1.829;5.51;1.728;1.051;0.9;0.826;20.03;0.661;31.01.2017;26.03.2017;54;0.929;1.067;214.2628987;19.96;4.92;75.12;sandy loam;1.64;4;19.1;G;0;21.9;24.5;-3.408342004;34.85028304;NO;YES;YES;0.221625897;
Main;Wet;42;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T2;Open;Green;G764;1.951;1.701;5.51;1.607;0.722;0.571;0.521;14.237;0.446;31.01.2017;26.03.2017;54;1.13;1.161;214.2628987;19.96;4.92;75.12;sandy loam;1.64;5.9;12.7;G;0;19;22.95;-3.408407969;34.85029503;NO;YES;NO;0.277819588;
Main;Wet;43;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T3;Open;Green;G690;2.074;1.824;5.51;1.724;0.715;0.565;0.493;10.605;0.44;31.01.2017;26.03.2017;54;1.26;1.283;214.2628987;19.96;4.92;75.12;sandy loam;1.64;5;26.3;G;0;18.3;21.8;-3.408236979;34.85019;NO;YES;YES;0.295218621;
Main;Wet;44;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T4;Open;Green;G774;2.005;1.755;5.51;1.658;0.896;0.745;0.674;8.346;0.618;31.01.2017;26.03.2017;54;1.01;1.04;214.2628987;19.96;4.92;75.12;sandy loam;1.64;2.6;39.2;G;0;20.6;22.65;-3.408152992;34.85016896;NO;NO;YES;0.241232765;
Main;Wet;45;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T5;Open;Green;G519;2.143;1.893;5.51;1.789;0.776;0.625;0.567;9.377;0.514;31.01.2017;26.03.2017;54;1.268;1.275;214.2628987;19.96;4.92;75.12;sandy loam;1.64;2.3;9.3;O;0;24.4;22.15;-3.408178976;34.85051698;NO;NO;YES;;
Main;Wet;46;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T6;Open;Green;G635;2.073;1.823;5.51;1.723;;;;;;31.01.2017;26.03.2017;54;;;214.2628987;19.96;4.92;75.12;sandy loam;1.64;;;;;22.5;20.1;-3.408473013;34.85040198;NO;NO;NO;0.19985788;
Main;Wet;47;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T7;Open;Green;G539;2.122;1.872;5.51;1.769;0.807;0.656;0.587;11.917;0.517;31.01.2017;26.03.2017;54;1.216;1.252;214.2628987;19.96;4.92;75.12;sandy loam;1.64;5.2;5.2;G;0;23.7;22.6;-3.408481982;34.85002404;NO;NO;YES;0.185246721;
Main;Wet;48;Makao;Dry;Pasture;2;Dry_P2;Dry_P2_T8;Open;Green;G679;2.052;1.802;5.51;1.703;0.832;0.681;0.613;7.628;0.566;31.01.2017;26.03.2017;54;1.121;1.137;214.2628987;19.96;4.92;75.12;sandy loam;1.64;7.3;27.2;M;0;21.8;21.65;-3.408199009;34.85025496;NO;NO;YES;0.302238781;
Main;Wet;49;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T1;Open;Green;G346;2.012;1.762;5.51;1.665;1;0.85;0.752;20.217;0.6;31.01.2017;26.03.2017;54;0.913;1.065;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;10.4;36;M;1;26.2;26.55;-3.406225992;34.85055998;NO;NO;YES;0.058422606;
Main;Wet;50;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T2;Open;Green;G418;2.016;1.766;5.51;1.669;;;;;;31.01.2017;26.03.2017;54;;;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;10;22.5;M;1;31.4;22.4;-3.40626304;34.85056601;NO;NO;NO;0.098800882;
Main;Wet;51;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T3;Open;Green;G548;2.169;1.919;5.51;1.813;0.864;0.713;0.636;8.996;0.578;31.01.2017;26.03.2017;54;1.206;1.235;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;3;18;O;0;20.2;27.4;-3.406392038;34.85069602;NO;NO;YES;0.070472824;
Main;Wet;52;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T4;Open;Green;G638;2.041;1.791;5.51;1.692;1.075;0.924;0.77;30.655;0.534;31.01.2017;26.03.2017;54;0.867;1.159;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;13.4;67;M;1;29.8;25.8;-3.406157;34.850739;NO;YES;YES;0.057335648;
Main;Wet;53;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T5;Open;Green;G426;2.023;1.773;5.51;1.675;;;;;;31.01.2017;26.03.2017;54;;;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;;;;;20.2;22.2;-3.406114;34.850596;NO;NO;NO;0.146001498;
Main;Wet;54;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T6;Open;Green;G589;2.042;1.792;5.51;1.693;;;;;;31.01.2017;26.03.2017;54;;;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;;;;;30.1;22.2;-3.406058019;34.85046602;NO;NO;NO;0.075052678;
Main;Wet;55;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T7;Open;Green;G622;1.978;1.728;5.51;1.633;;;;;;31.01.2017;26.03.2017;54;;;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;15.8;45;M;1;33;25.9;-3.406138988;34.85057498;NO;NO;NO;0.12620878;
Main;Wet;56;Makao;Dry;Pasture;3;Dry_P3;Dry_P3_T8;Open;Green;G538;2.176;1.926;5.51;1.82;0.81;0.659;0.653;21.852;0.511;31.01.2017;26.03.2017;54;1.267;1.309;214.2628987;21.96;8.92;69.12;sandy clay loam;1.75;15.4;30.8;M;0;29.5;27.6;-3.40629003;34.85044196;NO;YES;YES;0.106857658;
Main;Wet;57;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T1;Open;Green;G546;2.143;1.893;5.51;1.789;0.887;0.736;0.675;16.553;0.563;31.01.2017;26.03.2017;54;1.157;1.225;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;3.3;28.4;O;1;31.6;26.9;-3.406423973;34.85121301;NO;NO;YES;0.087478168;
Main;Wet;58;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T2;Open;Green;G513;2.018;1.768;5.51;1.671;0.933;0.782;0.692;17.758;0.569;31.01.2017;26.03.2017;54;0.986;1.101;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;1.4;54.4;O;0;31.6;26.7;-3.406502008;34.85105602;NO;YES;YES;0.090707458;
Main;Wet;59;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T3;Open;Green;G489;1.9;1.65;5.51;1.559;0.884;0.733;0.692;11.144;0.615;31.01.2017;26.03.2017;54;0.917;0.944;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;3.3;46;O;0;27.9;27.05;-3.406235967;34.85110799;NO;NO;NO;0.1265486;
Main;Wet;60;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T4;Open;Green;G633;2.063;1.813;5.51;1.713;0.874;0.723;0.602;12.828;0.525;31.01.2017;26.03.2017;54;1.09;1.189;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;2.4;10.2;O;0;22.5;28.6;-3.406281983;34.85137898;NO;NO;YES;0.147256646;
Main;Wet;61;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T5;Open;Green;G541;1.978;1.728;5.51;1.633;0.786;0.635;0.578;12.728;0.504;31.01.2017;26.03.2017;54;1.093;1.129;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;5.6;34.2;O;0;20.4;27.45;-3.406569986;34.85132399;YES;YES;NO;0.104888157;
Main;Wet;62;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T6;Open;Green;G565;2.109;1.859;5.51;1.757;0.922;0.772;0.681;20.73;0.54;31.01.2017;26.03.2017;54;1.087;1.217;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;4.2;40.4;O;0;24.7;26.8;-3.406518018;34.85121402;NO;YES;NO;0.099489661;
Main;Wet;63;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T7;Open;Green;G387;2.014;1.764;5.51;1.667;1.083;0.932;0.841;20.515;0.668;31.01.2017;26.03.2017;54;0.832;0.999;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;4.9;45;O;0;22.9;28.25;-3.406334035;34.85117203;NO;NO;YES;0.125798573;
Main;Wet;64;Makao;Dry;Pasture;4;Dry_P4;Dry_P4_T8;Open;Green;G554;2.084;1.834;5.51;1.733;1.29;1.139;1.007;36.816;0.636;31.01.2017;26.03.2017;54;0.695;1.097;214.2628987;25.96;6.92;67.12;sandy clay loam;1.76;3;22.8;O;1;34.6;22.7;-3.406340992;34.85126004;NO;YES;YES;0.087753237;
Main;Wet;65;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T1;Open;Green;G614;2.171;1.921;5.51;1.815;0.961;0.81;0.721;15.675;0.608;01.02.2017;24.03.2017;51;1.111;1.207;185.6300658;47.96;22.92;29.12;clay;2.88;13.8;13.8;O;1;32.3;22.75;-3.299396038;34.84824096;NO;NO;YES;0.085207499;
Main;Wet;66;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T2;Open;Green;G282;1.973;1.723;5.51;1.628;1.146;0.995;0.923;31.19;0.635;01.02.2017;24.03.2017;51;0.728;0.993;185.6300658;47.96;22.92;29.12;clay;3.88;8;19.8;O;1;30.6;21.95;-3.299309034;34.84840499;NO;NO;YES;0.086744646;
Main;Wet;67;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T3;Open;Green;G450;2.163;1.913;5.51;1.808;0.891;0.74;0.65;13.86;0.56;01.02.2017;24.03.2017;51;1.173;1.248;185.6300658;47.96;22.92;29.12;clay;4.88;5.5;5.5;O;1;29.9;20.7;-3.299434008;34.84851496;NO;YES;YES;0.088628592;
Main;Wet;68;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T4;Open;Green;G269;2.042;1.792;5.51;1.693;1.018;0.867;0.742;19.041;0.601;01.02.2017;24.03.2017;51;0.925;1.092;185.6300658;47.96;22.92;29.12;clay;5.88;9.7;23.4;O;1;29.85;21.2;-3.29911801;34.84824699;NO;NO;YES;0.102740524;
Main;Wet;69;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T5;Open;Green;G448;2.018;1.768;5.51;1.671;;;;;;01.02.2017;24.03.2017;51;;;185.6300658;47.96;22.92;29.12;clay;6.88;14.4;24.4;O;1;31.25;23.45;-3.299318003;34.84823501;NO;NO;NO;0.683964405;
Main;Wet;70;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T6;Open;Green;G358;2.016;1.766;5.51;1.669;0.843;0.692;0.621;13.571;0.537;01.02.2017;24.03.2017;51;1.074;1.132;185.6300658;47.96;22.92;29.12;clay;7.88;15;28;O;0;32.15;23.7;-3.299381034;34.84831204;YES;YES;YES;0.133049934;
Main;Wet;71;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T7;Open;Green;G511;1.993;1.743;5.51;1.647;0.837;0.687;0.656;9.336;0.594;01.02.2017;24.03.2017;51;1.056;1.053;185.6300658;47.96;22.92;29.12;clay;8.88;15.5;32;O;1;29.35;21.95;-3.299242985;34.84790099;NO;NO;YES;0.430852622;
Main;Wet;72;Maswa;Dry;Wild;1;Dry_W1;Dry_W1_T8;Open;Green;G383;1.956;1.706;5.51;1.612;0.826;0.675;0.652;8.96;0.593;01.02.2017;24.03.2017;51;1.031;1.019;185.6300658;47.96;22.92;29.12;clay;9.88;2.6;44;O;1;32;21.9;-3.299654033;34.84815102;NO;NO;YES;0.092290421;
